beta1,beta2,beta3,alpha1,alpha2,alpha3,actual_beta1,actual_beta2,actual_beta3,actual_alpha1,actual_alpha2,actual_alpha3,x,y,z
-11.102295128467606,-16.618408670893658,-17.772343077312225,8.522857347018332,10.023298132880996,14.26699165818437,,,,,,,,,
-9.98953646366809,-12.642183437956517,-16.77121850828456,14.25690017532969,8.609301207124602,16.118260678039075,,,,,,,,,
-2.3061476596935258,-6.734318656122019,-12.69847871154662,8.56578278940169,4.337295128643605,14.47089700567068,,,,,,,,,
-12.33324225414277,-12.585224856132813,-16.640170307869322,1.912853090304664,0.4973938570200147,21.29167888501568,,,,,,,,,
-11.6143188226171,-17.279503702223373,-21.795455092252936,22.561301060203167,7.750843452413367,18.893854920233945,,,,,,,,,
-9.217676305223208,-14.97357463684219,-16.304533449973952,8.810875276284879,17.535057346702676,6.6877907097854274,,,,,,,,,
-2.3771858366672696,-4.556852700317829,-10.71357549744982,22.147435467927256,4.2961591641445045,5.201795707377892,,,,,,,,,
-12.775561576410787,-14.213876121137478,-14.437027617173356,9.468388122600922,19.510844624979384,9.648188312181412,,,,,,,,,
-15.739891679758545,-17.665092608402702,-19.773860381912023,1.270550204503046,17.64077246630983,2.945336872641379,,,,,,,,,
-8.713406958961935,-12.475728205714676,-13.42477980783121,16.86553972100087,22.95841753346988,8.77043952658184,,,,,,,,,
-10.241350672186444,-12.727641509083575,-15.17796329851231,6.8880332209939645,11.701271922898888,2.1688893370915627,,,,,,,,,
-14.8659102774682,-17.971213499744064,-20.194211219642693,13.322616402624949,5.070548022686728,12.183371738899371,,,,,,,,,
-11.386987048116174,-17.09166588688727,-20.538893579965467,9.768729925491394,8.873835499056646,18.225869173606387,,,,,,,,,
-1.4632717778757467,-5.869686847574323,-6.743521335520004,20.86250775904379,0.3325286998613715,6.907372946177262,,,,,,,,,
-12.763690498656404,-18.34218271834405,-21.507080410645383,13.070093598210244,2.9797545328639994,7.450455154687949,,,,,,,,,
-12.477840691285236,-15.651769297409306,-16.240101058655522,9.893986283428193,24.31500801101052,1.342730944150869,,,,,,,,,
-3.0283380347255004,-8.733385974346216,-9.939751160122864,7.114300284441371,8.180020694502405,13.37790386974423,,,,,,,,,
-9.090667348719396,-13.607195611576763,-19.62680139580409,14.33128282045495,4.247890101032624,13.989596126463224,,,,,,,,,
-13.42546481999723,-14.204225136754587,-16.536614932422985,23.78686893514482,19.72398807500383,14.558249717893146,,,,,,,,,
-8.981538332665242,-11.366893845115577,-13.934263379921925,12.989378284788607,20.29718373019261,24.748557145296697,,,,,,,,,
-15.051990318791995,-20.950865350964364,-24.8787408580022,19.65429124760381,9.0963294475621,20.97685097227496,,,,,,,,,
-2.982371913716495,-4.609180634634942,-6.574340121147913,14.287260117732576,4.544906214476215,19.750314429992724,,,,,,,,,
-0.2907870133895756,-3.282140551471307,-6.418538114806958,12.582108830276004,20.752845457186577,5.694000445401098,,,,,,,,,
-3.0947437929242394,-5.043138220347222,-11.29337019001468,19.218464160935333,17.58313853915965,16.695826591606735,,,,,,,,,
-12.074384108971527,-13.99177321819805,-14.92821312171587,11.6612552346191,2.167417205089804,2.954690685117005,,,,,,,,,
-2.179766987931922,-5.996180045368235,-10.656599426824558,14.612014545716832,12.485649162546776,12.760813009081128,,,,,,,,,
-13.57690893726538,-14.348226786033086,-17.06244385036688,18.0642089890468,4.329375658080759,19.44228711310777,,,,,,,,,
-3.9142232826802488,-4.611407253164398,-5.012491988972045,1.6263474785129604,24.1336786734199,16.34915363671013,,,,,,,,,
-6.076234676279723,-11.92927603951541,-13.714901146306444,2.679695454664402,12.339684359578092,9.61780274693456,,,,,,,,,
-10.554155553036102,-12.893800403202896,-17.77567643194755,23.09504907252026,6.931534789471333,1.8635433655211693,,,,,,,,,
-7.547787518237961,-10.089774470849507,-11.045262596362193,23.226363411479127,1.2244269916267678,1.696482125648412,,,,,,,,,
-6.600941776136603,-7.350985443252705,-9.233903363632054,22.984281105167508,11.471295293945666,3.882795357395608,,,,,,,,,
-15.836145994728843,-21.65153639153825,-27.73881650300752,0.4578290475790461,11.975903606060044,17.642863406187544,,,,,,,,,
-2.045576523952791,-3.926320649670328,-7.465210787280287,3.8578973782110224,19.175023474745583,11.914340081957256,,,,,,,,,
-4.921270422503779,-10.171150507069402,-14.34143761249861,13.98140546917998,4.651911814348393,16.961164411906992,,,,,,,,,
-14.85606794297202,-19.15341967441524,-23.21248956043708,24.240908181729083,24.185796891965087,11.069016186351222,,,,,,,,,
-7.226327778045139,-13.089090536220162,-18.40126954934404,11.738997117029964,11.227175108784987,8.120514380339925,,,,,,,,,
-2.7600352209636707,-3.747968233914656,-10.040910241031096,17.36141806436243,23.66874323943849,16.23836604526126,,,,,,,,,
-14.239142372939495,-18.95513129801425,-22.79977906299282,7.58625499549348,15.363066866628625,19.90691545226196,,,,,,,,,
-3.66605895034022,-4.060524895388448,-4.540803389807516,24.407134955688463,22.269469914036502,24.87133360927041,,,,,,,,,
-1.3555925818938004,-5.651284685417887,-7.051375298678262,19.83771994030741,7.146784060844412,11.932074686530877,,,,,,,,,
-0.5763180907509966,-3.325231082498216,-8.689655949360679,5.564878586761605,4.354076403183369,3.568731793866873,,,,,,,,,
-7.936051706139034,-9.035276202879452,-10.487280007444486,21.027980708203128,3.804021825522237,10.683001823184105,,,,,,,,,
-13.59020514204376,-16.524567790442816,-16.59172231581632,16.901453654430753,8.826469203756156,21.659458995739964,,,,,,,,,
-7.522507393000316,-9.958927365908666,-13.940004109092868,18.2185643746909,18.111770993597283,2.01524866482869,,,,,,,,,
-7.1084190870171415,-11.339449049672483,-14.30818561411873,6.178842810471918,18.75259753449676,14.969898062030856,,,,,,,,,
-6.6965560737209415,-7.804704093533144,-11.785173827136129,25.12081927968065,4.960486647732189,3.77111562316023,,,,,,,,,
-13.942729316669933,-15.326535983726552,-18.016009793217343,17.02562034078041,11.61909121556429,1.380070087295454,,,,,,,,,
-4.544037826730866,-7.645552797051075,-12.520798749925754,6.882139564122627,14.994728624324487,14.367100759309317,,,,,,,,,
-4.086814252163199,-5.040086371428781,-11.024350857925098,0.5097149577827174,3.2940507235784326,8.051175219524549,,,,,,,,,
-3.699667514529264,-4.97127107260449,-5.375063735274013,7.904146536275416,16.491001616425688,20.677895776020424,,,,,,,,,
-0.7637505439147407,-6.275980375207121,-7.736022891039542,24.588685012317992,21.35411752729756,5.598358477706701,,,,,,,,,
-11.422953219313882,-11.675620478818445,-13.07220456279644,0.1892062905829936,15.393724504644403,6.547893301117592,,,,,,,,,
-4.642688634732595,-10.02153183407715,-11.163908411285574,22.40177085187954,3.7330859427407206,1.5269863965900388,,,,,,,,,
-0.0334580613720749,-3.492708018463047,-9.26778364161097,11.266882401276204,0.3290987478701762,21.291743923895137,,,,,,,,,
-13.17179754227767,-15.089363427321278,-15.732557828098413,18.687727726366777,20.22064070288584,6.895246311492623,,,,,,,,,
-3.3227156463268006,-8.374006290247411,-14.57565663775442,24.01580079120561,24.15686442560084,19.529466120147376,,,,,,,,,
-1.042012956371391,-6.051485472094348,-9.83291800975138,0.2891112137868804,2.4215809429565422,7.159337198250799,,,,,,,,,
-4.738134498058722,-9.624000900076645,-13.031028885306007,1.0316474575667258,17.30381881902035,9.892174960128164,,,,,,,,,
-11.262473426973722,-11.597635895519884,-17.13358044303331,5.764030700705122,5.496150723218661,18.51332810945644,,,,,,,,,
-3.674493873487757,-4.728809594551749,-10.4492990905683,22.84155627542462,16.003920406371115,15.136489772486897,,,,,,,,,
-10.054456213318453,-15.924821138923347,-16.40491829997889,9.119943592536073,20.1118596001544,4.154614561452024,,,,,,,,,
-5.612203879637548,-8.86558689150314,-9.803993963488358,13.442131833797257,14.88842450232462,2.31419656008241,,,,,,,,,
-14.529071896651075,-14.558077413684227,-16.370234178348387,22.14503147094885,22.72620156830237,17.046487160768393,,,,,,,,,
-9.422343053152888,-14.59386078479557,-20.42631747605428,6.692362433843864,21.397711218366336,20.79745439682324,,,,,,,,,
-2.960284089144072,-8.040581575878743,-13.465585329314218,12.514160102206104,1.674936765697156,9.940640654842436,,,,,,,,,
-9.89709310358013,-13.355109339214394,-19.268163808384585,1.297231444873661,1.138119797740825,21.35510709538255,,,,,,,,,
-4.005140083093901,-8.201320262268414,-13.921403291786028,3.353964209937602,15.2090410172535,0.0568322650077046,,,,,,,,,
-1.97901085082729,-2.162332131268583,-5.006503490936914,22.56394953421369,19.16576362892394,20.432102666718755,,,,,,,,,
-3.900527116116741,-9.186623828843992,-13.89353858541109,24.19434927089502,11.068812600722543,19.546959355360706,,,,,,,,,
-8.34755073299898,-12.349164995816508,-18.086247506408352,17.170547574833822,8.165967119011858,3.679793718439296,,,,,,,,,
-11.832459944985557,-17.452793033195082,-19.8334195286789,20.365935376672017,13.193507883278071,3.8866680824813713,,,,,,,,,
-11.136641808469411,-11.2017187175599,-12.397978951377445,22.40246637114569,9.476140008184815,3.79029129185945,,,,,,,,,
-0.3109469849000756,-0.6070887415831483,-1.7281522101826186,21.509581436426625,10.249992878064806,7.151384452620127,,,,,,,,,
-7.087900133730534,-11.056185672961105,-15.43979409714507,20.56157281589208,16.180660679379223,14.511075758443276,,,,,,,,,
-0.1203316985327109,-4.614974333366767,-4.928448567844251,14.467726241267416,15.33202563980624,20.29603517930035,,,,,,,,,
-1.8007629950962762,-3.9290022595484513,-5.347081119628113,16.423251573503574,1.87182355045026,13.633650016130918,,,,,,,,,
-12.155213010895595,-12.443618757083662,-18.31827655796129,5.8153712389433405,9.088828801543013,6.576777953977255,,,,,,,,,
-2.1474438349919005,-3.9543588002196746,-9.366923130630845,1.239592224877763,0.8254258239137977,2.7906492049342564,,,,,,,,,
-9.866433995015392,-12.508780227846142,-17.30766470959222,0.8487703287364192,5.900212927018064,2.231054821059386,,,,,,,,,
-13.374144437166052,-13.491624626444093,-17.040916595698654,7.721306736701641,8.027492446527088,9.071569338086103,,,,,,,,,
-0.115598575774273,-3.248052334890188,-9.117830144962577,15.446162022421984,14.59669956792257,7.915755993605556,,,,,,,,,
-2.536855285371111,-6.798878148961952,-11.86727419128816,10.626844675494093,13.92339001462817,24.23419968939237,,,,,,,,,
-14.468408302629577,-19.539700187991308,-21.70763875357674,18.67127644588074,11.191999577442123,10.476753008311826,,,,,,,,,
-6.290693740371262,-8.272563086740666,-13.882539706205684,10.388455036102904,3.113257833295396,21.81904962839435,,,,,,,,,
-0.7433247246325543,-3.627217839511272,-8.811105285732483,22.73561813467045,14.809434580607132,12.988157655488392,,,,,,,,,
-12.558075396170077,-13.888484688107525,-14.201730809573938,3.0843507799637524,18.75041626621656,24.076331860673378,,,,,,,,,
-13.40607426089471,-18.16366843578227,-22.11119917983804,18.564241564512976,3.935009664072462,22.521917637628864,,,,,,,,,
-3.661600357163165,-5.916216495447596,-6.190147617276655,8.203012530509376,19.66542063580826,20.209502859013604,,,,,,,,,
-0.3424495467902773,-2.321646269947422,-6.771130768092488,12.346565433820244,23.48960165452765,18.11542053393682,,,,,,,,,
-5.613212864449634,-9.64147670087994,-15.78640297294399,24.53217672113349,12.08396262300389,3.314801215786164,,,,,,,,,
-12.737423087307308,-16.71596631166993,-21.017568817379907,18.832080260149183,19.45888277505508,13.104198085396732,,,,,,,,,
-5.702339527980776,-10.65447035706192,-16.559476521267428,5.561905929589931,10.588788481261146,9.979075516368512,,,,,,,,,
-12.027839459232837,-13.272598417940072,-18.297068050024883,14.180537470234976,0.4697779245658648,20.639743284411733,,,,,,,,,
-5.066826304316393,-7.397881847908945,-11.205373766338129,1.029820229268028,10.699108142746573,2.7060094525880345,,,,,,,,,
-9.995152015896863,-10.42953809501371,-15.517743377207724,7.690707253211139,0.5539169658627247,19.47557127651339,,,,,,,,,
-4.403293709458286,-8.445193958871888,-13.363389021210194,9.440056852265489,18.170027623672773,24.95756684548961,,,,,,,,,
-12.270650565712796,-13.9755176655021,-17.648172162695058,18.544958468859736,5.81681799293754,22.398880265180964,,,,,,,,,
-12.468273581710063,-13.929950620857998,-15.301440817165595,3.02554242009357,20.13982517273776,1.8787427841936304,,,,,,,,,
-9.196031666783655,-13.02098496489454,-19.27930769407716,1.5971801023265588,24.90559548085741,20.765865857896944,,,,,,,,,
-8.519489581753021,-11.006382500145016,-13.81222715440227,8.94597058664348,11.809619582002822,2.9239802775748465,,,,,,,,,
-2.872272943243342,-7.164900697666781,-7.965121806175425,17.132560954305998,21.78877780031461,12.52033545746654,,,,,,,,,
-1.978485347355268,-7.912693722349027,-13.468425227954553,6.286805132562879,12.534331378335274,23.703253714976167,,,,,,,,,
-3.1645791796992384,-6.77629219176324,-12.915847110156234,11.017211426400843,15.315603070924974,22.54190958331305,,,,,,,,,
-6.750008977324951,-8.70334262521171,-14.04020015762881,17.339026721791573,23.45289876620552,19.67511720309253,,,,,,,,,
-3.476484806156913,-5.387846848023351,-11.4471925896466,0.4931553113880532,16.27791613573782,12.93742337992192,,,,,,,,,
-1.9976751168413536,-6.753441700909859,-11.243119883998892,4.899466085808879,20.148068657542787,7.49306282647444,,,,,,,,,
-6.358838552307157,-7.916856869236442,-10.28169409964585,1.2756204341838375,9.394419170204372,24.57877073616949,,,,,,,,,
-11.42266046406744,-12.47207585007626,-13.698174682587592,6.222871131732433,24.404986116123915,24.730653566875706,,,,,,,,,
-3.780382786556821,-4.029790922947778,-7.495656012530171,19.49259440960516,9.390837753131771,16.857360046433122,,,,,,,,,
-15.322604702728446,-17.000962634163866,-22.262749041906087,22.910242626648945,1.603938043078072,9.207269059462254,,,,,,,,,
-12.8400355011251,-13.274045367383994,-13.727673224220112,2.172839547512379,22.79880264181517,22.96112061008882,,,,,,,,,
-12.336363981620329,-14.755425063810051,-19.821798028733124,7.577151101998552,24.013768634937865,12.648518960813732,,,,,,,,,
-3.842352867720077,-5.3086945029903845,-8.780166299039045,9.344707616904511,19.294178874982844,19.22882514010137,,,,,,,,,
-2.2359283226337894,-8.141358834073504,-12.287812709965424,24.008565691853047,5.331841701609643,24.173527890902104,,,,,,,,,
-11.058292004175309,-16.12920521702091,-20.154396151559467,6.906611778794852,16.675869847279227,22.12959147295038,,,,,,,,,
-14.800467796056736,-15.504632867131813,-16.046291755576178,6.157321577236284,5.317345141983743,21.369108116291585,,,,,,,,,
-0.653226869169707,-5.940051622015389,-6.889568294342266,21.405354626441262,7.715784564580954,15.652225496594216,,,,,,,,,
-3.182618171890498,-5.890231061815433,-7.502165904027198,9.269763831994482,18.01800815018762,6.875668215226917,,,,,,,,,
-4.147270429884051,-8.208207140257892,-11.297394419543908,21.34919651380459,5.890837302612036,5.799833615516456,,,,,,,,,
-12.865601470382485,-16.308902040857987,-22.342835462846534,16.56423167179657,21.689332858531213,16.147895046665898,,,,,,,,,
-14.720470995621966,-15.936779245704964,-20.28007752577551,5.960824873595645,22.702662235441966,5.668020187196843,,,,,,,,,
-13.817174827306022,-17.839989601420285,-19.442644656067888,18.178048755073647,8.251482613633259,11.324792017644,,,,,,,,,
-8.340784791313242,-11.452457558229035,-14.71206566873281,11.887029475986566,24.444902968661903,22.571403138539097,,,,,,,,,
-14.54208796491442,-17.743176632893505,-23.53319387294304,19.98708677685493,24.696791774945464,0.2645500898951349,,,,,,,,,
-8.566429134885219,-10.233829202601198,-15.691088368174302,13.39784302729801,3.0891821464774343,23.92298456884962,,,,,,,,,
-5.426117167461742,-6.672035878016925,-9.073734891420784,24.878447538483965,24.180715065337164,20.8176160677019,,,,,,,,,
-8.55712887783879,-13.14346177998726,-13.221112594388638,3.2975526199037533,14.930958469978927,7.068810453665703,,,,,,,,,
-12.78356229779552,-12.957642474431337,-18.858336872365104,1.6146008872680282,25.02624248590957,22.649837027405365,,,,,,,,,
-11.8335135671769,-16.930713263541417,-22.55159167292691,24.088552328681736,8.253672793013962,12.676473293756349,,,,,,,,,
-12.582595283566372,-14.860310421169023,-21.078554800588144,21.611392551048763,10.40679959323348,0.9626593560305524,,,,,,,,,
-5.520748015420441,-9.913354717091966,-15.944482489268678,0.568047922464432,14.819611111159924,3.138507856651157,,,,,,,,,
-4.917458119905618,-10.3143867320053,-11.52566977203625,4.065200666881559,21.95598295560245,9.622965745362002,,,,,,,,,
-7.43240385133025,-13.289881984762497,-14.087948826148091,8.842238177590266,5.999629658075259,13.578777454449378,,,,,,,,,
-10.917796429300392,-13.034131603410774,-14.16679612471378,7.256993586272381,23.08214694658708,7.547711211761239,,,,,,,,,
-1.0315106483497782,-3.846133064655565,-9.8163953986484,6.554925349684284,22.47610262270551,23.223588101979804,,,,,,,,,
-4.516003313507969,-8.044345064066977,-10.986926908946865,3.57012327596756,19.97822398666985,2.488129126718732,,,,,,,,,
-5.04076643285179,-8.86181032375056,-13.586943566951044,22.754019605943977,2.5489524669647965,11.087955066653556,,,,,,,,,
-15.223483392259782,-17.016938547422644,-17.33479639547941,17.879312455366833,14.490657647843705,15.207332283478344,,,,,,,,,
-4.388096632421128,-10.166166657869814,-14.03490898782714,8.296877808335726,13.636499025901102,9.662098049270934,,,,,,,,,
-7.505731860570645,-12.8560529021774,-14.602381843166516,6.746259656844309,0.5668809782240818,6.347975377768799,,,,,,,,,
-10.753559313954408,-12.563344105479162,-13.597406250691906,5.790003314299428,5.064793940794868,20.7411546520528,,,,,,,,,
-10.194472840087204,-14.789684258039305,-16.60952453237887,9.352392730869171,0.7002693764698319,14.66638558294193,,,,,,,,,
-3.4646705230205264,-6.495815201488293,-7.101917849904374,12.79875670491051,6.652872701007632,12.324309242492577,,,,,,,,,
-8.39159965839122,-11.792478325851206,-17.50939905457665,5.623530991849381,17.315883383435743,20.86825794465948,,,,,,,,,
-0.3514281791775051,-0.7968483532609079,-1.11371614347822,18.059763567395425,17.2967579859025,14.89736377117532,,,,,,,,,
-5.094532997076058,-5.617072670455103,-9.627972981695374,23.008180862687592,14.907473214909512,9.73794742536853,,,,,,,,,
-9.826063936377938,-15.38842944074943,-19.75853233754558,17.896567602789418,24.04319317811733,4.232397507995786,,,,,,,,,
-2.391770280331494,-3.619755210703035,-8.994230195393365,21.979497171276662,7.496374721931556,10.22435852591965,,,,,,,,,
-3.18520846048877,-6.313151624208585,-7.123935868886319,10.356879485500793,2.086285820973068,3.9235311889145663,,,,,,,,,
-6.133899702420782,-9.456425286234037,-9.5174581313277,2.919457351397171,5.654477524899902,21.081289981497047,,,,,,,,,
-12.579428324045,-13.470737118087666,-18.325097430812693,13.097184269546611,19.93960591541917,17.40907325620911,,,,,,,,,
-12.695629403757428,-17.84537077629875,-20.621210051472023,18.26300232805149,17.037445569416032,21.45755463927151,,,,,,,,,
-11.480097633091155,-13.673039737521805,-18.46866238332501,23.302276243969214,21.72782391120803,18.738734172226565,,,,,,,,,
-4.992807353413477,-7.3587810544221774,-12.441940655667752,20.7175610518522,2.922034771843744,7.8158123848108145,,,,,,,,,
-9.76694562579152,-14.849690760544975,-16.037550295747817,3.2056076630581543,12.681250731490184,21.416629025101663,,,,,,,,,
-2.877801685940262,-6.834788884440847,-10.082224944140542,1.4666792894688885,12.681261301937328,15.322555329507042,,,,,,,,,
-10.67236520853358,-15.007080394992691,-16.833559829359405,8.398743654877475,21.05667913432397,3.502788734332912,,,,,,,,,
-15.731652020791753,-19.861925121448166,-22.5114700177774,0.101038015632873,12.166041864315371,20.749225372988263,,,,,,,,,
-13.09124695172028,-13.491632382607504,-15.242653070657354,8.188365844198044,1.1100385567152775,15.713330920403092,,,,,,,,,
-0.1049723401366726,-2.5268712364288546,-8.579696212716028,7.599266498607007,6.50440374148141,21.77776741276393,,,,,,,,,
-10.323889785942963,-15.1867551284719,-18.757319128261653,13.71550362274954,24.37297245996947,2.487810921686611,,,,,,,,,
-10.089844309102125,-12.559814159877838,-18.10338732981944,0.7564256794363837,14.126253180191538,17.51359478360429,,,,,,,,,
-14.063344266608796,-15.52863369067476,-17.832285798289615,6.701691269629867,21.466643105168835,11.304238077391066,,,,,,,,,
-13.981744674385096,-19.80161369049854,-22.352960217528203,6.610595290315846,1.6469312017383877,5.129052727537422,,,,,,,,,
-4.611381544918395,-5.78720571732986,-8.791379360660889,0.0152541396895368,14.760151677473552,13.755672836459723,,,,,,,,,
-10.181963006385889,-10.944217409882311,-11.908580198362555,2.29868372219547,9.616698097167443,22.524608892880945,,,,,,,,,
-8.404921617107618,-9.02429990796983,-9.027563984807763,4.478301522909409,3.718321919759642,11.24965112264831,,,,,,,,,
-13.970025961483532,-19.54613948618542,-20.19083403338052,17.5004490838116,19.31784833758617,22.407190432331188,,,,,,,,,
-3.35499859711752,-9.352058701345058,-13.258722033314406,17.69606775730533,4.84966847882443,22.25776784378164,,,,,,,,,
-7.91106068861329,-9.074650455763264,-9.970388804910922,21.51254865227185,7.736735833664051,5.905575691451984,,,,,,,,,
-3.436077636125052,-7.094450671444087,-8.2287632178868,19.803735461064857,22.1002742755921,13.717820364023316,,,,,,,,,
-6.982478316206551,-7.030507781605743,-9.441215623234696,7.970236072492516,4.899968443269514,8.021382620644479,,,,,,,,,
-14.621477113100772,-15.132226493378033,-18.00073588351132,21.591342898580937,21.682599689217945,10.789633483332304,,,,,,,,,
-13.85076197219237,-16.440177020720686,-20.781407759030525,0.7238784631688695,13.07137729830477,8.072432541041087,,,,,,,,,
-15.20846737942524,-15.492420622694285,-16.588828854953483,11.07945980285755,4.762439266358644,23.688630218081528,,,,,,,,,
-3.429376207301031,-5.9855176911083685,-11.891500509417629,12.66151867407916,1.738239898129315,9.00785100561766,,,,,,,,,
-5.139231442376747,-10.685095800089323,-16.501767540569627,12.156467760033962,19.023858342900887,9.006590519681689,,,,,,,,,
-13.588002881040998,-17.454447316397626,-21.660945625392177,16.289215598384327,13.921414648312108,3.6006092173065603,,,,,,,,,
-2.797819554215348,-6.42978941773821,-9.153956708657825,22.76801070407037,3.3100058793709217,11.496009828433824,,,,,,,,,
-11.58452340949867,-16.208235210631457,-21.057990818184727,21.794389539798384,17.87788079485493,15.504051601260487,,,,,,,,,
-15.454403774681015,-16.02319445901338,-19.10507203245152,1.345140718924204,16.165297985623962,24.70571379468344,,,,,,,,,
-14.104306553299608,-14.34079480569524,-19.90373513265577,16.344851552329466,8.3096610272732,6.584152815061499,,,,,,,,,
-6.305639246586297,-6.533493016826999,-10.709429736545482,14.957063240422324,5.782617626739637,0.1879646744433779,,,,,,,,,
-3.895021744397086,-5.720635888893403,-10.795078132463985,24.446419646809016,1.770126535259271,11.30353121990287,,,,,,,,,
-2.4830832237940825,-4.611059801809127,-6.0467140988070005,25.07937752764964,3.4905052714788134,12.76794518658078,,,,,,,,,
-1.0836732075294648,-6.1666267580472685,-9.079746011569457,13.895716597040108,2.3030593843670446,15.496183172752218,,,,,,,,,
-6.43794680608665,-11.873836911593154,-17.387484598510085,16.437560437351674,20.06830928005117,8.950912822085552,,,,,,,,,
-9.016195629633872,-11.52613824273316,-14.669633374895811,5.922039259320228,15.152415525797691,10.07838825389888,,,,,,,,,
-0.7858457836537891,-5.231990182993084,-8.603943255613999,8.838677091084298,17.6645378212343,20.73453626347358,,,,,,,,,
-10.565732291681998,-10.838866621161309,-13.500111739624153,12.237733355174388,11.09798276945954,14.496066652879458,,,,,,,,,
-5.229275173421732,-10.156937677023272,-14.466546098289504,2.321784829382176,12.908053232683796,14.284476360686766,,,,,,,,,
-7.708597342742244,-12.92037464283674,-16.512332072820353,0.6036948347700903,19.87155401732456,5.75454009683792,,,,,,,,,
-8.342317076788262,-14.31794966462963,-19.73360545938825,21.604170231500348,5.4293883755130645,22.811247692834364,,,,,,,,,
-1.5241026034440512,-7.235457192757356,-9.115982727837784,7.558751652346507,7.659531029481363,10.60800731830756,,,,,,,,,
-9.029055750800818,-10.729191415607438,-16.079165562726587,20.713172734733565,7.343731802333342,4.085138063382897,,,,,,,,,
-12.537360686797529,-12.57287727108898,-13.280318113085569,11.733907457664628,13.848321761793796,23.85394397668644,,,,,,,,,
-6.193065507005136,-9.52205277367786,-9.583828366326475,19.43392421780317,20.04648665003363,19.44758097621177,,,,,,,,,
-12.188924600360629,-14.644944620235565,-16.347042296905588,13.75212303786616,0.947683684200518,21.976005630025423,,,,,,,,,
-3.81727554909629,-8.29914516814361,-14.040685431852143,14.201810689156028,19.7744876694855,24.13316776491088,,,,,,,,,
-7.136024699365349,-8.11982487853221,-9.831147579402364,10.560921002276048,6.948792833290619,0.8334493538345904,,,,,,,,,
-6.840584170806705,-11.592389967879328,-16.758120928995158,11.03235362923827,7.448323006534212,20.93575651577201,,,,,,,,,
-6.445224053813854,-11.142123378249885,-16.602496541907303,1.3228483394414774,0.3238920079607164,4.425838172841197,,,,,,,,,
-3.899375786868085,-5.988035725445478,-11.497642787908068,21.842450015792323,15.103307622242466,14.05190928121143,,,,,,,,,
-2.912648205113745,-8.283799062093433,-9.539248180876518,9.070959654697448,8.259382400715273,9.804667737718525,,,,,,,,,
-12.7869262496118,-13.799234602328786,-20.08420744223249,11.392896565022664,19.94143626280584,13.659135614316172,,,,,,,,,
-13.549244608330715,-14.888972056957996,-15.657249288607494,22.82487188492524,7.232273611200432,1.3585633154718837,,,,,,,,,
-0.6091727977620938,-5.182476038815102,-10.068934608178491,16.20174093564538,10.130651145261352,19.884552719234083,,,,,,,,,
-15.951663325667967,-18.612043452380057,-22.411470169759514,9.792544314648634,9.395110623298685,3.749190525129847,,,,,,,,,
-2.4871259228720035,-2.948173518117844,-5.797006989193557,16.312048399158808,3.1508746641073726,6.502648056429411,,,,,,,,,
-14.164390090048627,-15.791609388957095,-16.525641697405554,8.123451162267509,12.187599083303637,20.91443901121918,,,,,,,,,
-14.844112228516876,-16.42312922584047,-21.19841551657908,19.68357377867375,11.928076224347851,16.260407567192793,,,,,,,,,
-9.03025027750696,-15.028042430230997,-21.23376040910276,4.825512830005917,13.693794837082764,15.611439219635846,,,,,,,,,
-0.7327233364067034,-6.14256825438654,-6.198867710587179,21.243086401192013,5.951455309589343,9.312908857733945,,,,,,,,,
-8.606476577409982,-13.39075796509874,-19.5623869252872,12.779321542745652,14.418534332642391,23.74430436147452,,,,,,,,,
-11.342724030387997,-11.545281780532834,-13.365153397183056,24.448174642103616,9.023353438072242,4.784974229377813,,,,,,,,,
-0.1501138640898833,-2.0794697125476453,-3.930346571020783,13.631504702860257,9.931962844768949,8.859339843048222,,,,,,,,,
-11.926306389018238,-17.19749285083357,-17.97870648963733,18.743673797605613,15.796208016542808,10.184069752356564,,,,,,,,,
-5.454693801913335,-11.207318363803465,-12.435735675677844,21.0008540922777,23.51372490967065,0.5578068445141195,,,,,,,,,
-1.204068426991416,-6.138955543363843,-7.84648241390149,4.8735779007177,1.482275954110395,23.86475501610825,,,,,,,,,
-1.933782059019716,-7.398525738473385,-9.92888629611212,4.935020808159582,10.609380239625652,0.8033714521582903,,,,,,,,,
-6.301945596806686,-11.708708376221145,-15.341577203732609,12.412035460916512,14.308616582171172,11.03560659979756,,,,,,,,,
-3.3879359513789424,-4.444077984670644,-5.982879547039834,19.178348887075845,9.69997694283916,14.005838366811352,,,,,,,,,
-10.991691770449435,-13.09630691850174,-18.50679254256069,4.350863667237025,19.764164998734863,17.920797084235595,,,,,,,,,
-13.313269882760109,-13.339272358985571,-17.0472946408941,6.41026540919513,22.0090071918484,3.5672861345640423,,,,,,,,,
-0.3617589294297136,-4.002700752684285,-9.126917421262265,4.232937435103665,25.07183230640296,15.716533465107965,,,,,,,,,
-12.391569751004344,-13.693694352935625,-14.420940142474857,6.9360170264711,4.486476455492676,19.40702496545876,,,,,,,,,
-8.824900698661509,-12.83996098211475,-18.857786716851923,10.566803495693527,16.54850138603795,21.189575197782148,,,,,,,,,
-11.343210600642369,-11.77251146632111,-15.299404352118684,11.366135835278929,4.210932694597468,6.588684263035724,,,,,,,,,
-13.35298068593778,-15.42390953957186,-16.940013656269734,5.835812944930694,0.08538388461061,16.34912238224363,,,,,,,,,
